name,id,state,money_spent,lat,lng,money_spent_2010,average_temperature_2010,money_spent_2011,average_temperature_2011,money_spent_2012,average_temperature_2012,money_spent_2013,average_temperature_2013,money_spent_2014,average_temperature_2014,money_spent_2015,average_temperature_2015,money_spent_2016,average_temperature_2016,money_spent_2017,average_temperature_2017,money_spent_2018,average_temperature_2018,money_spent_2019,average_temperature_2019,money_spent_2020,average_temperature_2020,money_spent_2021,average_temperature_2021,money_spent_2022,average_temperature_2022,total_money_spent,state_encoded,cluster,cluster_avg,cluster_std,spender_class,predicted_roi
User_9866,00193,CO,"{'2010': 549.8776142321836, '2011': 503.3228944077944, '2012': 551.5590619047458, '2013': 567.6361692846291, '2014': 510.15737751544555, '2015': 565.1138739955209, '2016': 598.5028082016834, '2017': 571.1934046586919, '2018': 601.8205338894813, '2019': 627.3882133035116, '2020': 620.7819138583627, '2021': 641.4380684785907, '2022': 882.3955488472129}",39.37200904838392,-108.95396558384519,549.8776142321836,32.4,503.3228944077944,29.6,551.5590619047458,32.6,567.6361692846291,29.4,510.15737751544555,30.6,565.1138739955209,30.2,598.5028082016834,32.7,571.1934046586919,35.7,601.8205338894813,29.6,627.3882133035116,31.6,620.7819138583627,32.6,641.4380684785907,36.5,882.3955488472129,68.9,7791.187482577854,4,24,7763.676550251526,27.289585954072958,normal,1.003531032000943
User_3739,00194,MT,"{'2010': 530.9802165970116, '2011': 309.8346881799617, '2012': 146.63019959686775, '2013': 265.2341631130566, '2014': 237.97075107767805, '2015': 248.39494237107616, '2016': 196.54463431418736, '2017': 234.07180552124038, '2018': 255.96454352130155, '2019': 214.49837504799112, '2020': 168.99325709028352, '2021': 210.06128600087698, '2022': 258.68586549124694}",47.912949826693286,-104.18191473801443,530.9802165970116,22.8,309.8346881799617,28.1,146.63019959686775,27.0,265.2341631130566,23.4,237.97075107767805,25.2,248.39494237107616,26.8,196.54463431418736,26.6,234.07180552124038,25.9,255.96454352130155,27.6,214.49837504799112,27.6,168.99325709028352,30.6,210.06128600087698,27.8,258.68586549124694,69.4,3277.8647279227794,23,21,3315.0123430370613,58.31744957643094,normal,0.9886671299160589
User_7844,00195,SD,"{'2010': 407.27733442594484, '2011': 431.4743028943934, '2012': 495.50503613281705, '2013': 453.87293633782616, '2014': 417.38485687991067, '2015': 431.97610029771715, '2016': 441.9219462286904, '2017': 466.3366243962182, '2018': 453.2832065432333, '2019': 453.93305255559443, '2020': 441.4170581835841, '2021': 489.5057070342857, '2022': 592.8723781976503}",45.5764244816082,-102.83782445951346,407.27733442594484,24.9,431.4743028943934,30.6,495.50503613281705,28.2,453.87293633782616,22.8,417.38485687991067,24.9,431.97610029771715,30.4,441.9219462286904,28.7,466.3366243962182,28.2,453.2832065432333,27.3,453.93305255559443,27.2,441.4170581835841,33.4,489.5057070342857,31.4,592.8723781976503,73.9,5976.760540107865,38,9,5949.344030380365,25.20666771190079,normal,1.0045871855737767
User_8318,00196,NC,"{'2010': 1041.5702446235355, '2011': 1141.1380919830685, '2012': 1313.9778599233425, '2013': 1193.8609337787675, '2014': 1133.5216700236963, '2015': 1453.653658746006, '2016': 1354.773994083368, '2017': 1310.9830132629525, '2018': 1287.2341201625536, '2019': 1436.7065519236926, '2020': 1239.2283797533953, '2021': 1303.0231725835065, '2022': 2043.0903142423315}",35.22150273907257,-79.84018955058497,1041.5702446235355,41.8,1141.1380919830685,49.6,1313.9778599233425,47.0,1193.8609337787675,46.6,1133.5216700236963,45.4,1453.653658746006,54.6,1354.773994083368,47.8,1310.9830132629525,46.4,1287.2341201625536,46.7,1436.7065519236926,47.0,1239.2283797533953,48.5,1303.0231725835065,49.4,2043.0903142423315,77.8,17252.762005090215,24,29,17278.374694067457,56.108973467458924,normal,0.9985154441376004
User_8004,00197,WV,"{'2010': 490.9824898967658, '2011': 461.39183046364474, '2012': 480.7007157566115, '2013': 459.8288435700983, '2014': 500.4163052078371, '2015': 536.9962270312731, '2016': 609.5452107760957, '2017': 698.7075162437793, '2018': 640.2652521280629, '2019': 607.778411721896, '2020': 640.6890682033836, '2021': 627.2700022207551, '2022': 763.9157260995837}",38.58090811098066,-81.0690084690913,490.9824898967658,34.2,461.39183046364474,42.6,480.7007157566115,39.4,459.8288435700983,38.0,500.4163052078371,37.8,536.9962270312731,47.3,609.5452107760957,40.6,698.7075162437793,38.1,640.2652521280629,38.4,607.778411721896,38.9,640.6890682033836,40.9,627.2700022207551,41.8,763.9157260995837,72.4,7518.487599319787,46,23,7496.42392189936,39.969000100246866,normal,1.002934589853207
User_2186,00198,OH,"{'2010': 1364.4568975778468, '2011': 1282.6351520507812, '2012': 1303.6811155836954, '2013': 1254.3352579696384, '2014': 1393.4653707731748, '2015': 1439.2440990412047, '2016': 1509.9460694703064, '2017': 1515.57453926436, '2018': 1486.5906221813277, '2019': 1234.0492614681873, '2020': 1245.163384565366, '2021': 1465.6780030936789, '2022': 1921.554415461654}",41.73698924858843,-81.19598660077313,1364.4568975778468,33.4,1282.6351520507812,41.9,1303.6811155836954,38.6,1254.3352579696384,35.5,1393.4653707731748,36.0,1439.2440990412047,45.5,1509.9460694703064,38.4,1515.57453926436,35.5,1486.5906221813277,36.2,1234.0492614681873,36.8,1245.163384565366,40.0,1465.6780030936789,40.4,1921.554415461654,73.2,18416.374188501224,32,32,18466.665970434522,37.72479928181974,normal,0.9972691811418178
User_4560,00199,CA,"{'2010': 470.40044945609753, '2011': 493.8390228493039, '2012': 501.7861387015567, '2013': 257.56707791018056, '2014': 298.88363227884486, '2015': 268.5971539215083, '2016': 264.6948346253517, '2017': 287.25707343224343, '2018': 295.10794784531294, '2019': 284.4336712313325, '2020': 259.79773951891065, '2021': 275.0124762367466, '2022': 642.0062144905694}",33.28854395985658,-124.03863580824869,470.40044945609753,47.2,493.8390228493039,45.5,501.7861387015567,47.8,257.56707791018056,48.0,298.88363227884486,50.0,268.5971539215083,45.0,264.6948346253517,48.1,287.25707343224343,50.4,295.10794784531294,48.7,284.4336712313325,48.7,259.79773951891065,48.2,275.0124762367466,49.2,642.0062144905694,77.9,4599.383432497959,3,18,4617.031103451062,37.26092078461637,normal,0.9961630354998433
User_4322,00200,CO,"{'2010': 533.0540298332126, '2011': 491.8164310223442, '2012': 537.178837680267, '2013': 568.5055979899919, '2014': 513.6674243067478, '2015': 555.5699346116568, '2016': 600.6615772725563, '2017': 577.6218963500817, '2018': 604.093866079185, '2019': 629.509814477669, '2020': 617.2622055226399, '2021': 633.1250024084675, '2022': 872.3634532638539}",38.8747310507763,-105.57510891470932,533.0540298332126,32.4,491.8164310223442,29.6,537.178837680267,32.6,568.5055979899919,29.4,513.6674243067478,30.6,555.5699346116568,30.2,600.6615772725563,32.7,577.6218963500817,35.7,604.093866079185,29.6,629.509814477669,31.6,617.2622055226399,32.6,633.1250024084675,36.5,872.3634532638539,68.9,7734.430070818675,4,24,7763.676550251526,27.289585954072958,normal,0.9962186639267454
User_4395,00201,MA,"{'2010': 1135.8641542449002, '2011': 880.790817960577, '2012': 799.5938739862358, '2013': 1011.1624551461158, '2014': 511.71120280713234, '2015': 567.8782980001571, '2016': 573.3836546431046, '2017': 788.0425595309439, '2018': 781.2422076041962, '2019': 709.0690046385171, '2020': 715.489065679811, '2021': 762.6026967251127, '2022': 941.5699717996026}",42.05921987143161,-71.09493899101474,1135.8641542449002,34.4,880.790817960577,40.6,799.5938739862358,37.0,1011.1624551461158,34.1,511.71120280713234,36.8,567.8782980001571,43.2,573.3836546431046,36.6,788.0425595309439,33.4,781.2422076041962,35.0,709.0690046385171,34.0,715.489065679811,38.9,762.6026967251127,38.4,941.5699717996026,73.8,10178.399962766407,16,5,10240.528716334571,69.16504731870266,normal,0.9938960196302525
User_7055,00202,DE,"{'2010': 1592.7529115257958, '2011': 1336.2088120369424, '2012': 1974.7076131420624, '2013': 1736.3385579486019, '2014': 2152.9008577029217, '2015': 2134.094607978082, '2016': 1598.6268063814307, '2017': 1737.2660990400232, '2018': 1814.8672866932231, '2019': 1287.2136960635357, '2020': 1449.9993803195885, '2021': 1590.5232554336972, '2022': 2314.9557397186677}",39.119220966382414,-75.64387040853637,1592.7529115257958,39.6,1336.2088120369424,47.1,1974.7076131420624,43.8,1736.3385579486019,42.8,2152.9008577029217,42.8,2134.094607978082,51.2,1598.6268063814307,44.1,1737.2660990400232,41.8,1814.8672866932231,43.6,1287.2136960635357,41.8,1449.9993803195885,45.8,1590.5232554336972,44.6,2314.9557397186677,78.4,22720.455623984573,6,0,22989.968423306942,141.51124557658773,normal,0.9881378787563635
User_4004,00203,MI,"{'2010': 1395.221540881064, '2011': 1502.7136907084648, '2012': 1374.6543123734132, '2013': 1489.6054561656752, '2014': 1290.0768355701807, '2015': 2758.860221031955, '2016': 2753.7791391639685, '2017': 2900.881994938747, '2018': 2832.786432558449, '2019': 2752.1436542313054, '2020': 2785.2491051624065, '2021': 3124.1311706954502, '2022': 3967.853005396575}",44.85446237602585,-84.5724189466947,1395.221540881064,30.3,1502.7136907084648,34.9,1374.6543123734132,33.3,1489.6054561656752,26.8,1290.0768355701807,29.2,2758.860221031955,38.4,2753.7791391639685,33.8,2900.881994938747,27.7,2832.786432558449,29.8,2752.1436542313054,29.6,2785.2491051624065,34.8,3124.1311706954502,33.2,3967.853005396575,68.8,30927.956558877653,19,41,31201.146298730288,505.98919716360547,normal,0.9911668997810262
User_5896,00204,NE,"{'2010': 133.56427857409716, '2011': 74.85382315181612, '2012': 106.53349438311405, '2013': 100.73934325122245, '2014': 94.98930554157833, '2015': 92.38839191444742, '2016': 99.70677467428962, '2017': 97.59413009047913, '2018': 90.24290219593445, '2019': 95.8284462099197, '2020': 90.67607866673123, '2021': 103.08163550198444, '2022': 163.89981367620985}",40.746420827834775,-96.96409180351361,133.56427857409716,31.4,74.85382315181612,33.4,106.53349438311405,33.8,100.73934325122245,29.4,94.98930554157833,30.1,92.38839191444742,34.9,99.70677467428962,34.0,97.59413009047913,33.2,90.24290219593445,30.8,95.8284462099197,32.7,90.67607866673123,37.0,103.08163550198444,38.2,163.89981367620985,75.6,1344.0984178318238,26,22,1354.026912482188,9.644914820733161,normal,0.9926132681069739
User_5822,00205,AR,"{'2010': 225.51137287924954, '2011': 232.27090037560245, '2012': 223.57190177751244, '2013': 226.7199662469949, '2014': 214.61500162689444, '2015': 203.52788691086272, '2016': 218.935327465074, '2017': 225.51144803180546, '2018': 213.03142878496047, '2019': 234.87439737235428, '2020': 222.93641110762297, '2021': 254.297891826127, '2022': 347.2918570777518}",35.94610025437389,-92.30073188338712,225.51137287924954,45.4,232.27090037560245,48.4,223.57190177751244,48.3,226.7199662469949,43.8,214.61500162689444,44.4,203.52788691086272,52.1,218.935327465074,49.1,225.51144803180546,48.0,213.03142878496047,45.0,234.87439737235428,46.0,222.93641110762297,48.3,254.297891826127,51.4,347.2918570777518,81.6,3043.0957914828123,1,12,3046.645777415269,15.868044259161485,normal,0.9988334294495781
User_8964,00206,AL,"{'2010': 2453.89566328519, '2011': 2638.8817310863533, '2012': 2288.79471473142, '2013': 2166.3118561928563, '2014': 2264.3908891846463, '2015': 1945.8449457983559, '2016': 2373.0544970855285, '2017': 2030.9034670142355, '2018': 2083.6916615737855, '2019': 1880.1487388742928, '2020': 2052.9664605498865, '2021': 1843.3560221807868, '2022': 3806.961945233205}",31.92700338813438,-85.38575633214234,2453.89566328519,47.8,2638.8817310863533,52.3,2288.79471473142,51.0,2166.3118561928563,49.8,2264.3908891846463,49.1,1945.8449457983559,58.0,2373.0544970855285,53.9,2030.9034670142355,51.2,2083.6916615737855,49.7,1880.1487388742928,51.0,2052.9664605498865,52.2,1843.3560221807868,54.6,3806.961945233205,80.3,29829.20259279054,0,31,29763.24004287498,102.1618462481825,normal,1.002211341376303
User_6185,00207,AZ,"{'2010': 787.1817176189003, '2011': 836.3094706628855, '2012': 821.0718712586896, '2013': 875.1814377390417, '2014': 966.9043917904417, '2015': 887.6683487909621, '2016': 813.9708177126802, '2017': 804.138435587121, '2018': 869.5222676582468, '2019': 819.4257511238998, '2020': 840.3390070985408, '2021': 981.3807543061704, '2022': 1519.4948014637057}",34.566762336134296,-112.66434444402495,787.1817176189003,47.5,836.3094706628855,44.6,821.0718712586896,48.1,875.1814377390417,46.4,966.9043917904417,48.0,887.6683487909621,44.6,813.9708177126802,48.9,804.138435587121,52.1,869.5222676582468,46.1,819.4257511238998,47.2,840.3390070985408,47.8,981.3807543061704,50.7,1519.4948014637057,80.4,11822.589072811286,2,11,11821.00767883096,37.94268006125145,normal,1.000133760377747
User_6624,00208,MN,"{'2010': 1302.810411379752, '2011': 1098.5722638568834, '2012': 1027.635719913014, '2013': 1114.76586900507, '2014': 1238.0932260936186, '2015': 1173.4026282861935, '2016': 1430.3165714320776, '2017': 1271.3849877848209, '2018': 1422.1854684579685, '2019': 1383.4778085580606, '2020': 1314.0578489185518, '2021': 1555.497340571935, '2022': 1868.7552785432572}",46.6986345013036,-95.34289170840874,1302.810411379752,21.1,1098.5722638568834,27.8,1027.635719913014,23.8,1114.76586900507,16.3,1238.0932260936186,20.9,1173.4026282861935,30.6,1430.3165714320776,27.8,1271.3849877848209,20.4,1422.1854684579685,21.5,1383.4778085580606,21.3,1314.0578489185518,27.4,1555.497340571935,25.2,1868.7552785432572,68.6,17200.955422801202,20,4,17180.761307106583,71.78620589846412,normal,1.0011740112800858
User_9038,00209,MS,"{'2010': 1163.8906825540332, '2011': 1298.8323226484858, '2012': 1246.0211613710446, '2013': 1161.269297060678, '2014': 787.0007577126179, '2015': 672.1771627224082, '2016': 676.8342621586573, '2017': 668.1536101509582, '2018': 756.9034803964415, '2019': 787.6042375069591, '2020': 695.3296219667034, '2021': 767.1886829010471, '2022': 933.1095238067094}",31.81594968303859,-91.09234528202138,1163.8906825540332,49.0,1298.8323226484858,52.0,1246.0211613710446,51.8,1161.269297060678,48.9,787.0007577126179,49.5,672.1771627224082,58.0,676.8342621586573,53.8,668.1536101509582,51.9,756.9034803964415,49.8,787.6042375069591,50.5,695.3296219667034,52.7,767.1886829010471,55.9,933.1095238067094,81.6,11614.314802956744,22,26,11519.449534080839,112.69499222444489,normal,1.0081679608728837
User_8021,00210,NM,"{'2010': 397.368906193493, '2011': 397.97596616717186, '2012': 411.6045404777577, '2013': 418.79127528229947, '2014': 432.8392839393543, '2015': 342.4563564333635, '2016': 409.91723275293214, '2017': 395.5820666243942, '2018': 410.3197015967649, '2019': 436.31960967171636, '2020': 446.9290311100161, '2021': 556.5401915700224, '2022': 685.0468523553334}",36.0409733732269,-104.48792602636128,397.368906193493,41.2,397.97596616717186,37.4,411.6045404777577,41.3,418.79127528229947,38.6,432.8392839393543,40.0,342.4563564333635,39.6,409.91723275293214,42.2,395.5820666243942,44.4,410.3197015967649,38.4,436.31960967171636,40.4,446.9290311100161,41.2,556.5401915700224,44.8,685.0468523553334,74.0,5741.691014174619,29,27,5729.12386217265,33.39351251474829,normal,1.0021887544925259
User_8465,00211,MT,"{'2010': 540.5282392748228, '2011': 295.6538727879622, '2012': 170.87329188711976, '2013': 219.759250410306, '2014': 252.81352734917203, '2015': 238.60831359353716, '2016': 216.34498287219645, '2017': 212.95313688809563, '2018': 267.8329276896561, '2019': 207.73032691875974, '2020': 169.00941823377863, '2021': 226.89526788614154, '2022': 287.6158265976165}",45.23358347691609,-111.23793064107787,540.5282392748228,22.8,295.6538727879622,28.1,170.87329188711976,27.0,219.759250410306,23.4,252.81352734917203,25.2,238.60831359353716,26.8,216.34498287219645,26.6,212.95313688809563,25.9,267.8329276896561,27.6,207.73032691875974,27.6,169.00941823377863,30.6,226.89526788614154,27.8,287.6158265976165,69.4,3306.6183823891643,23,21,3315.0123430370613,58.31744957643094,normal,0.9974614667684052
User_6729,00212,MA,"{'2010': 1136.5496726928122, '2011': 864.1169948530355, '2012': 808.2494726745289, '2013': 1027.2945681542062, '2014': 546.8136151424646, '2015': 565.4062412108392, '2016': 597.6608444499185, '2017': 792.406522148712, '2018': 774.2870539242874, '2019': 680.6498698750153, '2020': 706.3313336904638, '2021': 730.9480973971274, '2022': 955.807770355877}",42.65479582918062,-72.99851886126093,1136.5496726928122,34.4,864.1169948530355,40.6,808.2494726745289,37.0,1027.2945681542062,34.1,546.8136151424646,36.8,565.4062412108392,43.2,597.6608444499185,36.6,792.406522148712,33.4,774.2870539242874,35.0,680.6498698750153,34.0,706.3313336904638,38.9,730.9480973971274,38.4,955.807770355877,73.8,10186.522056569289,16,5,10240.528716334571,69.16504731870266,normal,0.9946982238427047
User_1912,00213,VA,"{'2010': 1832.0406285036502, '2011': 2137.6253807115045, '2012': 2159.9316367343727, '2013': 2330.749519208137, '2014': 2791.393632894138, '2015': 2462.508752045292, '2016': 2340.851006518521, '2017': 2480.9113275010286, '2018': 2439.6980197073112, '2019': 2349.3650182755746, '2020': 2255.4355959396403, '2021': 3049.9291225644165, '2022': 3438.380143160358}",37.33864678018899,-75.17825539501284,1832.0406285036502,38.2,2137.6253807115045,46.0,2159.9316367343727,42.8,2330.749519208137,42.0,2791.393632894138,41.4,2462.508752045292,50.4,2340.851006518521,43.7,2480.9113275010286,41.6,2439.6980197073112,41.8,2349.3650182755746,42.3,2255.4355959396403,44.8,3049.9291225644165,45.2,3438.380143160358,75.9,32068.81978376394,42,42,31997.992188944307,169.03193527570414,normal,1.0022086124558751
User_4869,00214,NJ,"{'2010': 581.1722713879583, '2011': 501.3097900001737, '2012': 416.711872724203, '2013': 504.1763431071253, '2014': 517.5100400583158, '2015': 438.41906749443, '2016': 492.596062705211, '2017': 481.6550364650524, '2018': 517.0990523465459, '2019': 468.47393630449477, '2020': 500.42821562088693, '2021': 495.4366865319319, '2022': 741.2582627958799}",39.64441901341941,-74.45496026114829,581.1722713879583,37.9,501.3097900001737,44.7,416.711872724203,41.0,504.1763431071253,39.4,517.5100400583158,40.4,438.41906749443,48.8,492.596062705211,41.5,481.6550364650524,38.8,517.0990523465459,40.2,468.47393630449477,38.8,500.42821562088693,43.1,495.4366865319319,42.5,741.2582627958799,77.6,6656.246637542208,28,19,6656.7286463494665,13.481886596697459,normal,0.9999275854947232
User_7584,00215,PA,"{'2010': 1151.2728484266174, '2011': 1114.2534563399024, '2012': 1133.0172681654353, '2013': 1037.2431733064577, '2014': 1127.8245912105951, '2015': 1105.7981644673, '2016': 1119.966957536705, '2017': 1188.1198313208497, '2018': 2416.864696999336, '2019': 1636.6143792604962, '2020': 1612.0786169532937, '2021': 2017.933527827296, '2022': 2634.384474766451}",41.92508160218883,-79.33597717257757,1151.2728484266174,33.1,1114.2534563399024,40.1,1133.0172681654353,36.8,1037.2431733064577,34.1,1127.8245912105951,35.4,1105.7981644673,43.9,1119.966957536705,36.9,1188.1198313208497,33.6,2416.864696999336,35.1,1636.6143792604962,34.6,1612.0786169532937,38.4,2017.933527827296,38.4,2634.384474766451,71.9,19295.371986580736,35,16,19469.756496030426,249.52575609426123,normal,0.9909623660237818
User_6221,00216,UT,"{'2010': 355.07802806278727, '2011': 445.4193995351203, '2012': 491.9570824295674, '2013': 480.15365442221054, '2014': 481.2259613361984, '2015': 465.8007669685132, '2016': 474.07088609131796, '2017': 435.66675723071717, '2018': 457.31766458176867, '2019': 399.1380125561473, '2020': 411.4296499881719, '2021': 448.6536777192451, '2022': 561.3939719977615}",38.93819083158373,-111.61659428811336,355.07802806278727,33.6,445.4193995351203,31.4,491.9570824295674,34.5,480.15365442221054,30.6,481.2259613361984,34.7,465.8007669685132,30.6,474.07088609131796,34.5,435.66675723071717,37.2,457.31766458176867,31.2,399.1380125561473,33.6,411.4296499881719,33.0,448.6536777192451,36.8,561.3939719977615,73.8,5907.305512919526,41,25,5860.387310944424,30.04997840999387,normal,1.0079424031603732
User_5411,00217,TN,"{'2010': 8214.387079965625, '2011': 7701.391050355603, '2012': 8598.877963320803, '2013': 8146.070985398489, '2014': 8144.379767966893, '2015': 7883.153698326486, '2016': 9274.376266056463, '2017': 8970.101740662509, '2018': 10566.709318877021, '2019': 8537.56588844276, '2020': 9075.100609169398, '2021': 11090.624093015447, '2022': 16323.22853789301}",35.414805098539944,-83.84470964949747,8214.387079965625,41.2,7701.391050355603,46.9,8598.877963320803,45.7,8146.070985398489,42.6,8144.379767966893,42.6,7883.153698326486,52.4,9274.376266056463,46.8,8970.101740662509,44.7,10566.709318877021,43.6,8537.56588844276,44.7,9075.100609169398,45.7,11090.624093015447,48.0,16323.22853789301,78.2,122525.9669994505,39,-1,58585.46487034453,53469.07713220362,high,1.5218526627044922
User_2049,00218,CO,"{'2010': 539.9440182093307, '2011': 503.6039002563655, '2012': 538.1918413551557, '2013': 585.6655325407285, '2014': 492.87387731995494, '2015': 557.5527777809674, '2016': 594.5641740360372, '2017': 580.2450044402647, '2018': 591.1691045399542, '2019': 625.594450762313, '2020': 628.4782018211581, '2021': 645.2212044294213, '2022': 859.1796199328148}",38.97977929981631,-105.68457054109035,539.9440182093307,32.4,503.6039002563655,29.6,538.1918413551557,32.6,585.6655325407285,29.4,492.87387731995494,30.6,557.5527777809674,30.2,594.5641740360372,32.7,580.2450044402647,35.7,591.1691045399542,29.6,625.594450762313,31.6,628.4782018211581,32.6,645.2212044294213,36.5,859.1796199328148,68.9,7742.283707424464,4,24,7763.676550251526,27.289585954072958,normal,0.9972368820834417
User_3721,00219,ID,"{'2010': 91.86809200035158, '2011': 74.17256734542522, '2012': 98.35909815857428, '2013': 115.58686690365238, '2014': 105.18911192789636, '2015': 97.56594841885587, '2016': 99.87651659971651, '2017': 105.63242761647338, '2018': 96.00097687125061, '2019': 127.77432151665053, '2020': 112.00450895138998, '2021': 108.94287825101829, '2022': 291.905122823218}",47.4976519850584,-116.98772321900354,91.86809200035158,28.6,74.17256734542522,27.6,98.35909815857428,30.9,115.58686690365238,27.4,105.18911192789636,30.1,97.56594841885587,27.1,99.87651659971651,28.9,105.63242761647338,30.0,96.00097687125061,28.2,127.77432151665053,30.4,112.00450895138998,29.4,108.94287825101829,31.6,291.905122823218,69.4,1524.8784373844728,10,6,1548.4189957398264,43.6574922834224,normal,0.984562337706256
User_5778,00220,WV,"{'2010': 502.9129622245265, '2011': 476.0678592984995, '2012': 487.9829100580551, '2013': 457.99632231835767, '2014': 525.1749642635515, '2015': 527.0585894620183, '2016': 604.4433054801069, '2017': 680.5247820524742, '2018': 626.1427351335991, '2019': 597.349370952777, '2020': 642.818784045179, '2021': 630.8901420877115, '2022': 771.243825057148}",40.16134136028343,-79.05725238965202,502.9129622245265,34.2,476.0678592984995,42.6,487.9829100580551,39.4,457.99632231835767,38.0,525.1749642635515,37.8,527.0585894620183,47.3,604.4433054801069,40.6,680.5247820524742,38.1,626.1427351335991,38.4,597.349370952777,38.9,642.818784045179,40.9,630.8901420877115,41.8,771.243825057148,72.4,7530.606552434004,46,23,7496.42392189936,39.969000100246866,normal,1.0045391603314604
User_8283,00221,VA,"{'2010': 1737.378401720955, '2011': 2100.3731571249164, '2012': 2107.2146872201088, '2013': 2383.1143169871334, '2014': 2650.1880504136934, '2015': 2531.7392334018436, '2016': 2318.792531524586, '2017': 2467.59182538393, '2018': 2521.7040959886226, '2019': 2350.236554536566, '2020': 2318.753843513139, '2021': 3054.290623139641, '2022': 3387.708276969853}",38.42302281990824,-76.86065859843116,1737.378401720955,38.2,2100.3731571249164,46.0,2107.2146872201088,42.8,2383.1143169871334,42.0,2650.1880504136934,41.4,2531.7392334018436,50.4,2318.792531524586,43.7,2467.59182538393,41.6,2521.7040959886226,41.8,2350.236554536566,42.3,2318.753843513139,44.8,3054.290623139641,45.2,3387.708276969853,75.9,31929.08559792499,42,42,31997.992188944307,169.03193527570414,normal,0.9978418864891078
User_9286,00222,FL,"{'2010': 707.1483200978413, '2011': 648.412336812241, '2012': 593.6772999067999, '2013': 553.337220899934, '2014': 525.7519763372708, '2015': 546.6376754246298, '2016': 474.82918632011786, '2017': 484.8485867082675, '2018': 486.53735978670204, '2019': 413.22297184356825, '2020': 468.128313760967, '2021': 514.5344860570316, '2022': 649.0872515015216}",29.34507975459787,-87.34480035743096,707.1483200978413,57.5,648.412336812241,64.6,593.6772999067999,62.0,553.337220899934,65.9,525.7519763372708,61.5,546.6376754246298,70.9,474.82918632011786,66.2,484.8485867082675,64.6,486.53735978670204,64.2,413.22297184356825,64.4,468.128313760967,64.2,514.5344860570316,64.9,649.0872515015216,82.9,7066.152985456893,7,10,7092.370390175186,31.671442738238298,normal,0.9962897201953803
User_7611,00223,ID,"{'2010': 112.61143114580194, '2011': 83.15356556122367, '2012': 91.73992954817837, '2013': 102.24322317803514, '2014': 121.13864485303074, '2015': 106.459499814834, '2016': 87.20734689441421, '2017': 113.0035220267101, '2018': 109.32313254027952, '2019': 108.3386745667221, '2020': 108.78248211739111, '2021': 125.3251285065024, '2022': 299.77631213448}",44.033876210496274,-112.51248060559054,112.61143114580194,28.6,83.15356556122367,27.6,91.73992954817837,30.9,102.24322317803514,27.4,121.13864485303074,30.1,106.459499814834,27.1,87.20734689441421,28.9,113.0035220267101,30.0,109.32313254027952,28.2,108.3386745667221,30.4,108.78248211739111,29.4,125.3251285065024,31.6,299.77631213448,69.4,1569.102892887603,10,6,1548.4189957398264,43.6574922834224,normal,1.0131819890470741
User_3010,00224,GA,"{'2010': 972.304788430708, '2011': 928.1111934508027, '2012': 838.7150874734793, '2013': 805.2335546995629, '2014': 752.8622573763768, '2015': 602.8357350313466, '2016': 698.0331299110783, '2017': 660.8850014987895, '2018': 607.8165118423142, '2019': 514.3445575308483, '2020': 645.2000259364203, '2021': 692.7807295802181, '2022': 1416.8439429175041}",32.551683098028974,-83.004901885894,972.304788430708,47.4,928.1111934508027,53.8,838.7150874734793,52.4,805.2335546995629,52.2,752.8622573763768,50.6,602.8357350313466,59.4,698.0331299110783,55.0,660.8850014987895,52.8,607.8165118423142,51.7,514.3445575308483,52.6,645.2000259364203,53.4,692.7807295802181,54.6,1416.8439429175041,80.2,10135.966515679447,8,8,10101.282888959213,60.53111998969096,normal,1.0034218371446455
User_2604,00225,SD,"{'2010': 397.86809424997233, '2011': 419.8007754956224, '2012': 487.2009188453267, '2013': 455.9200046627707, '2014': 416.78541545387606, '2015': 420.28438012623747, '2016': 436.1051426865593, '2017': 471.4529111090706, '2018': 453.51992601288117, '2019': 446.3244528517983, '2020': 455.9917232813512, '2021': 487.92825538970106, '2022': 581.9782954215191}",43.87987868554372,-103.19260742328758,397.86809424997233,24.9,419.8007754956224,30.6,487.2009188453267,28.2,455.9200046627707,22.8,416.78541545387606,24.9,420.28438012623747,30.4,436.1051426865593,28.7,471.4529111090706,28.2,453.51992601288117,27.3,446.3244528517983,27.2,455.9917232813512,33.4,487.92825538970106,31.4,581.9782954215191,73.9,5931.160295586686,38,9,5949.344030380365,25.20666771190079,normal,0.996934202771891
User_9833,00226,NH,"{'2010': 563.4067411182966, '2011': 532.2150592545823, '2012': 566.7803087228482, '2013': 580.2543060876911, '2014': 549.1496298261287, '2015': 599.2429547884839, '2016': 602.0471442709359, '2017': 623.9116634522017, '2018': 665.5193914422209, '2019': 615.1452502145803, '2020': 637.9919252172186, '2021': 681.9043515956067, '2022': 845.1391289583489}",44.42904367469118,-71.89052466204932,563.4067411182966,29.6,532.2150592545823,34.8,566.7803087228482,31.5,580.2543060876911,27.7,549.1496298261287,31.2,599.2429547884839,37.4,602.0471442709359,31.2,623.9116634522017,27.1,665.5193914422209,28.0,615.1452502145803,28.1,637.9919252172186,33.2,681.9043515956067,32.4,845.1391289583489,69.4,8062.707854949143,27,30,8057.242247972598,11.726661283703798,normal,1.0006778872650322
